Title,AlbumName,Record Label,Performer,Track.number,Song.duration,Composer,Year,Genre,Styles,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,duration_ms,popularity,shake.the.audience,romantic,obscene,family.spiritual,sadness
Dream On ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,5,2:04,Gary Gordon,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.465,0.602,0.727,0,0.0553,-5.879,0.0327,126.253,0.962,127053,3,0.026158085,0.000515996,0.563776283,0.000515996,0.012207173
For Your Love ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,7,2:26,Graham Gouldman,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.0867,0.441,0.694,2.53E-06,0.0562,-6.132,0.0332,95.627,0.673,148067,4,0.000461681,0.032332697,0.48944455,0.063144754,0.000461681
Don't Try to Hurt Me ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,8,2:07,Keith Hopwood,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.293,0.482,0.653,0.000176,0.119,-6.322,0.0259,94.878,0.914,128413,2,0.000641849,0.000641849,0.373676313,0.000641849,0.000641849
Tell Me Baby ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,9,2:15,Keith Hopwood,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.348,0.57,0.61,0,0.169,-6.151,0.0284,135.045,0.702,136360,2,0.083231932,0.000565931,0.635586958,0.000565931,0.000565931
"I'm Henry the VIII, I Am  ",Herman's Hermits,EMI Music Distribution,Herman's Hermits,10,1:51,Fred Murray / R.P. Weston,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579
The End of the World  ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,11,2:58,Sylvia Dee / Arthur Kent,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.881,0.348,0.305,0.000612,0.0832,-9.285,0.0287,183.822,0.383,184933,11,0.035112014,0.001644737,0.001644737,0.001644737,0.001644737
Mrs. Brown You've Got a Lovely Daughter ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,12,2:47,Trevor Peacock,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027404777,0.001349528,0.001349528,0.001349528,0.172055473
I'm into Something Good  ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,13,2:34,Gerry Goffin / Carole King,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.671,0.587,0.378,0,0.634,-10.048,0.032,133.623,0.698,153693,30,0.001754386,0.001754386,0.001754386,0.394819736,0.001754386
Show Me Girl  ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,15,2:36,Gerry Goffin / Carole King,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.674,0.511,0.459,0,0.0693,-9.712,0.0306,136.512,0.755,157773,5,0.000720981,0.162730529,0.352805559,0.000720981,0.000720981
I Know Why  ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,16,2:05,Keith Hopwood / Derek Leckenby,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.642,0.534,0.616,0,0.263,-8.481,0.0324,161.317,0.944,126480,2,0.001422475,0.044506533,0.001422475,0.001422475,0.001422475
Silhouettes  ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,17,2:01,Bob Crewe / Frank Slay,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.74,0.572,0.52,0,0.293,-11.291,0.0323,112.703,0.847,122920,14,0.031763852,0.000584795,0.000584795,0.012295635,0.0153347
Wonderful World  ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,19,2:00,Lou Adler / Morris Albert / Sam Cooke,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.381,0.745,0.732,0,0.0739,-8.691,0.0454,141.773,0.967,121707,6,0.001697793,0.001697793,0.001697793,0.001697793,0.447423783
Just a Little Bit Better ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,20,2:55,Kenny Young,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.638,0.639,0.516,0,0.0374,-9.698,0.0374,139.238,0.699,176093,3,0.002506266,0.002506266,0.002506266,0.002506266,0.002506266
"Take Love, Give Love ",Herman's Hermits,EMI Music Distribution,Herman's Hermits,21,1:53,Peter Noone,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.306,0.489,0.295,0,0.285,-11.926,0.0361,120.079,0.404,113170,1,0.010526316,0.183124932,0.010526316,0.010526316,0.427243248
A Must to Avoid  ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,22,1:56,Steve Barri / P.F. Sloan,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.0679,0.496,0.58,3.00E-05,0.389,-9.364,0.0293,135.096,0.865,117427,5,0.000762777,0.035549837,0.093680852,0.000762777,0.442335623
The Man With the Cigar ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,23,2:34,Michiko Kusiki,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.502,0.626,0.446,0,0.0695,-9.938,0.0519,116.336,0.539,155440,2,0.001052632,0.001052632,0.001052632,0.001052632,0.472065714
Sea Cruise ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,24,2:13,"Huey ""Piano"" Smith",1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.844,0.473,0.603,0,0.121,-7.574,0.0514,174.194,0.851,132520,3,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882
Mother-In-Law ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,25,2:28,Allen Toussaint,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.841,0.566,0.516,1.46E-05,0.111,-7.941,0.0314,138.012,0.742,144267,2,0.103513493,0.001283697,0.001283697,0.001283697,0.124119439
I Understand (Just How You Feel) ,Herman's Hermits,EMI Music Distribution,Herman's Hermits,26,3:06,Pat Best,1965,Pop/Rock,"British Invasion, Merseybeat, AM Pop, Early Pop/Rock",0.92,0.313,0.19,0.312,0.106,-14.357,0.032,200.708,0.457,186800,19,0.001754386,0.001754386,0.001754386,0.001754386,0.398151199
Hold On  ,Hold On!,Ausverkau,Herman's Hermits,1,2:06,Steve Barri / P.F. Sloan,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",0.0122,0.531,0.689,0.0212,0.171,-10.086,0.0589,113.135,0.814,111079,1,0.00055991,0.00055991,0.00055991,0.00055991,0.00055991
The George and the Dragon  ,Hold On!,Ausverkau,Herman's Hermits,2,2:09,Fred Karger / Ben Weisman,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001594896,0.001594896,0.730123137,0.105227514,0.001594896
Got a Feeling  ,Hold On!,Ausverkau,Herman's Hermits,3,2:08,Fred Karger / Ben Weisman,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.073482973,0.000720981,0.000720981,0.000720981,0.000720981
Wild Love  ,Hold On!,Ausverkau,Herman's Hermits,4,2:24,Fred Karger / Ben Weisman,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",0.625,0.409,0.554,6.01E-05,0.113,-3.12,0.0299,135.892,0.482,146800,2,0.255309347,0.062901579,0.000822368,0.000822368,0.000822368
Leaning on a Lamp Post ,Hold On!,Ausverkau,Herman's Hermits,5,2:34,Noel Gay,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",0.185,0.619,0.654,0.00661,0.0919,-4.773,0.0324,128.357,0.969,154253,10,0.013869306,0.095358989,0.000692521,0.070147248,0.458385193
Where Were You When I Needed You  ,Hold On!,Ausverkau,Herman's Hermits,6,2:48,Steve Barri / P.F. Sloan,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",4.00E-04,0.324,0.712,0.00164,0.101,-4.531,0.033,127.983,0.545,169173,4,0.001503759,0.00150376,0.050320523,0.001503759,0.001503759
All the Things I Do for You Baby  ,Hold On!,Ausverkau,Herman's Hermits,7,2:18,Steve Barri / P.F. Sloan,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",0.016,0.319,0.621,0,0.2,-5.738,0.0477,67.659,0.524,142267,1,0.002392345,0.138910039,0.002392345,0.002392345,0.002392345
Gotta Get Away  ,Hold On!,Ausverkau,Herman's Hermits,8,1:55,Fred Karger / Ben Weisman,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",0.563,0.598,0.743,1.90E-06,0.153,-6.085,0.0317,112.86,0.945,113080,1,0.051075295,0.087137666,0.188904331,0.000923361,0.000923361
Make Me Happy  ,Hold On!,Ausverkau,Herman's Hermits,9,2:14,Fred Karger / Ben Weisman,1966,"Pop/Rock, Stage & Screen","British Invasion, AM Pop",0.929,0.523,0.306,3.22E-05,0.0996,-9.381,0.0353,121.953,0.413,135347,8,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821
The Door Swings Both Ways  ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,1,2:05,Estelle Levitt / Don Thomas,1966,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.176823491,0.039440991,0.000598086,0.000598086,0.000598086
Bus Stop ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,2,2:25,Graham Gouldman,1966,Pop/Rock,"British Invasion, AM Pop",0.753,0.667,0.461,0,0.109,-11.475,0.029,126.455,0.79,150093,15,0.00122399,0.00122399,0.00122399,0.126466172,0.00122399
For Love  ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,3,2:43,Keith Hopwood / Derek Leckenby / Harvey Lisberg,1966,Pop/Rock,"British Invasion, AM Pop",0.135,0.56,0.664,2.94E-05,0.0517,-9.589,0.0437,113.656,0.918,166147,2,0.021506415,0.000720981,0.000720981,0.000720981,0.055334391
The Future Mrs. 'Awkins ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,6,2:20,Kenny Lynch,1966,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05268013,0.000554017,0.12067093,0.000554017,0.000554017
Oh Mr. Porter ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,7,1:24,Kenny Lynch,1966,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141218931,0.068916065,0.000666223,0.000666223,0.000666223
Two Lovely Black Eyes ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,9,2:16,Kenny Lynch,1966,Pop/Rock,"British Invasion, AM Pop",0.629,0.527,0.588,0.00559,0.756,-7.684,0.035,135.768,0.844,141160,1,0.001253133,0.001253133,0.186240993,0.001253133,0.124235825
My Reservation's Been Confirmed  ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,10,2:46,Keith Hopwood / Derek Leckenby,1966,Pop/Rock,"British Invasion, AM Pop",0.0309,0.517,0.891,1.43E-05,0.0404,-7.765,0.0392,77.569,0.892,168920,2,0.000809717,0.000809717,0.000809717,0.000809717,0.000809717
My Old Dutch ,Both Sides of Herman's Hermits,MGM,Herman's Hermits,11,2:07,Kenny Lynch,1966,Pop/Rock,"British Invasion, AM Pop",0.992,0.588,0.275,0.000532,0.569,-10.253,0.0746,107.187,0.61,131120,1,0.000692521,0.040807905,0.066257608,0.000692521,0.379724029
There's a Kind of Hush (All Over the World)  ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,1,NA,Leslie Reed / Geoff Stephens,1967,Pop/Rock,"British Invasion, AM Pop",0.168,0.567,0.595,3.84E-05,0.152,-7.827,0.0325,128.273,0.849,155187,10,0.022177974,0.05646964,0.395735864,0.000835422,0.040459236
Saturday's Child ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,2,NA,David Gates,1967,Pop/Rock,"British Invasion, AM Pop",0.213,0.439,0.738,1.13E-06,0.076,-4.228,0.0298,105.278,0.418,158400,1,0.012305151,0.000572082,0.000572082,0.000572082,0.314724762
If You're Thinkin' What I'm Thinkin'  ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,3,NA,Tommy Boyce / Bobby Hart,1967,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000773994,0.000773994,0.147792525,0.000773994,0.000773994
Dandy ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,5,NA,Ray Davies,1967,Pop/Rock,"British Invasion, AM Pop",0.14,0.541,0.557,0,0.0598,-9.344,0.0309,93.572,0.664,120920,3,0.000720981,0.000720981,0.152048456,0.000720981,0.03079549
Jezebel ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,6,NA,Wayne Shanklin,1967,Pop/Rock,"British Invasion, AM Pop",0.172,0.54,0.709,0.00108,0.101,-5.168,0.028,134.272,0.67,203067,3,0.000923361,0.000923361,0.000923361,0.000923361,0.032993816
No Milk Today ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,7,NA,Graham Gouldman,1967,Pop/Rock,"British Invasion, AM Pop",0.356,0.66,0.529,0,0.0641,-9.861,0.0298,133.78,0.953,173573,40,0.001644737,0.001644737,0.001644737,0.001644737,0.234289716
"Little Miss Sorrow, Child Of Tomorrow ",There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,8,NA,Bruce Woodley,1967,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.081505548,0.064832541,0.467662298,0.066086613,0.095378401
Gaslight Street  ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,9,NA,Keith Hopwood / Derek Leckenby,1967,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.063259789,0,0.309381753,0.103210713,0.027261712
Rattler ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,10,NA,Bruce Woodley,1967,Pop/Rock,"British Invasion, AM Pop",0.387,0.519,0.646,0.00013,0.336,-5.331,0.0263,152.64,0.569,195133,1,0.000496524,0.000496524,0.400544822,0.150873354,0.000496524
East West ,There's a Kind of Hush All Over the World,Disky Communications,Herman's Hermits,11,NA,Graham Gouldman,1967,Pop/Rock,"British Invasion, AM Pop",0.666,0.52,0.521,5.15E-06,0.0415,-10.3,0.0236,88.487,0.732,120027,9,0.011367516,0.000521105,0.394673112,0.029144957,0.02137185
"Upstairs, Downstairs ",Blaze,MGM,Herman's Hermits,2,2:11,Graham Gouldman,1967,Pop/Rock,"British Invasion, AM Pop",0.00664,0.502,0.778,0.211,0.143,-4.297,0.0452,144.76,0.502,131840,1,0.001461988,0.001461988,0.076620831,0.001461988,0.001461988
Busy Line  ,Blaze,MGM,Herman's Hermits,3,2:30,Keith Hopwood / Derek Leckenby,1967,Pop/Rock,"British Invasion, AM Pop",0.214,0.765,0.598,2.30E-05,0.246,-6.018,0.0266,112.894,0.784,150480,14,0.000720981,0.000720981,0.518989908,0.000720981,0.000720981
Moonshine Man  ,Blaze,MGM,Herman's Hermits,4,2:31,Keith Hopwood / Derek Leckenby,1967,Pop/Rock,"British Invasion, AM Pop",0.346,0.618,0.551,0.00014,0.415,-8.059,0.0293,130.807,0.757,152333,1,0.000537057,0.000537057,0.698469849,0.000537057,0.044519915
Green Street Green ,Blaze,MGM,Herman's Hermits,5,2:13,Geoff Stephens,1967,Pop/Rock,"British Invasion, AM Pop",0.077,0.763,0.498,4.01E-06,0.134,-5.405,0.0423,119.904,0.662,133027,3,0.000626566,0.000626566,0.686797439,0.07277719,0.000626566
Don't Go Out into the Rain (You're Gonna Melt) ,Blaze,MGM,Herman's Hermits,6,2:12,Kenny Young,1967,Pop/Rock,"British Invasion, AM Pop",0.0427,0.405,0.594,5.51E-06,0.0641,-9.643,0.0273,81.492,0.723,133333,3,0.160262597,0.000501253,0.578793522,0.030062989,0.000501253
I Call Out Her Name  ,Blaze,MGM,Herman's Hermits,7,1:52,Keith Hopwood / Derek Leckenby,1967,Pop/Rock,"British Invasion, AM Pop",0.0589,0.662,0.86,0,0.186,-4.801,0.0568,110.489,0.927,112440,1,0.001196172,0.028879752,0.489852647,0.001196172,0.001196172
One Little Packet of Cigarettes  ,Blaze,MGM,Herman's Hermits,8,2:00,John Carter / Geoff Stephens,1967,Pop/Rock,"British Invasion, AM Pop",0.299,0.767,0.623,0.000147,0.0531,-6.039,0.0293,130.132,0.96,120347,10,0.001052632,0.001052632,0.567193576,0.001052632,0.001052632
Last Bus Home ,Blaze,MGM,Herman's Hermits,9,2:18,Peter Cowap,1967,Pop/Rock,"British Invasion, AM Pop",0.189,0.68,0.636,0,0.189,-5.668,0.0286,98.946,0.886,138800,1,0.000822368,0.000822369,0.519115378,0.000822368,0.000822368
"Ace, King, Queen, Jack ",Blaze,MGM,Herman's Hermits,10,2:48,Peter Cowap,1967,Pop/Rock,"British Invasion, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000923361,0.000923361,0.051446325,0.000923361,0.347137995
I'm Talking About You ,Stay with the Hollies,Beat Goes On,The Hollies,1,2:11,Chuck Berry,1964,Pop/Rock,"British Invasion, Merseybeat, AM Pop",0.421,0.44,0.963,3.97E-05,0.272,-6.84,0.0988,154.945,0.65,127227,1,0.001253133,0.141654139,0.001253133,0.001253133,0.366798181
Mr. Moonlight ,Stay with the Hollies,Beat Goes On,The Hollies,2,2:10,Ray Griff,1964,Pop/Rock,"British Invasion, Merseybeat, AM Pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001422475,0.046159512,0.001422475,0.001422475,0.001422475
You Better Move On ,Stay with the Hollies,Beat Goes On,The Hollies,3,2:49,Arthur Alexander,1964,Pop/Rock,"British Invasion, Merseybeat, AM Pop",0.454,0.619,0.687,0,0.237,-8.139,0.0279,115.871,0.737,159467,22,0.001169591,0.154281001,0.001169591,0.001169591,0.107775093
Memphis ,Stay with the Hollies,Beat Goes On,The Hollies,6,2:37,Chuck Berry,1964,Pop/Rock,"British Invasion, Merseybeat, AM Pop",0.424,0.617,0.821,0.00209,0.0867,-10.024,0.0382,102.842,0.911,156760,3,0.000785546,0.000785546,0.000785546,0.000785546,0.215051946
Stay ,Stay with the Hollies,Beat Goes On,The Hollies,7,2:14,Maurice Williams,1964,Pop/Rock,"British Invasion, Merseybeat, AM Pop",0.134,0.589,0.926,0,0.448,-9.197,0.0562,135.421,0.932,129661,13,0.001052632,0.093638597,0.001052632,0.022246446,0.200115294
Rockin' Robin ,Stay with the Hollies,Beat Goes On,The Hollies,8,2:21,Jimmy Thomas,1964,Pop/Rock,"British Invasion, Merseybeat, AM Pop",0.27,0.507,0.719,0,0.348,-10.848,0.149,96.797,0.941,138240,8,0.015999616,0.000785546,0.000785546,0.018681389,0.254703257
What Kind of Girl Are You ,Stay with the Hollies,Beat Goes On,The Hollies,12,3:05,Ray Charles,1964,Pop/Rock,"British Invasion, Merseybeat, AM Pop",0.333,0.377,0.6,1.01E-05,0.352,-11.439,0.0426,97.554,0.692,185693,2,0.00075188,0.00075188,0.467254262,0.028150855,0.00075188
Nitty Gritty,In the Hollies Style,Beat Goes On,The Hollies,1,4:13,Lincoln Chase,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001283697,0.001283697,0.331662029,0.001283697,0.051033339
To You My Love  ,In the Hollies Style,Beat Goes On,The Hollies,3,2:09,Allan Clarke / Tony Hicks / Graham Nash,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.173,0.596,0.716,0,0.0605,-7.24,0.0534,133.565,0.853,125960,0,0.029093276,0.000626566,0.555360698,0.000626566,0.000626566
It's in Her Kiss ,In the Hollies Style,Beat Goes On,The Hollies,4,2:17,Rudy Clark,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.448,0.647,0.666,0,0.275,-9.197,0.0624,130.235,0.964,132067,4,0.043765237,0.000598086,0.028205207,0.000598086,0.000598086
What Kind of Boy ,In the Hollies Style,Beat Goes On,The Hollies,6,2:38,B.D. Irwin,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.748,0.691,0.624,1.21E-06,0.122,-10.452,0.0358,116.255,0.899,158360,3,0.000923361,0.000923361,0.240830165,0.000923361,0.000923361
Too Much Monkey Business ,In the Hollies Style,Beat Goes On,The Hollies,7,2:29,Chuck Berry,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.516,0.562,0.763,0,0.135,-10.681,0.112,93.074,0.923,148840,3,0.002392344,0.502392344,0.002392345,0.002392345,0.002392345
I Thought of You Last Night ,In the Hollies Style,Beat Goes On,The Hollies,8,2:19,Ralph Freed,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.277,0.682,0.225,0,0.142,-14.962,0.0324,104.872,0.746,138293,1,0.039090563,0.000453721,0.412128828,0.000453721,0.000453721
Please Don't Feel Too Bad  ,In the Hollies Style,Beat Goes On,The Hollies,9,2:28,Allan Clarke / Tony Hicks / Graham Nash,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.449,0.667,0.718,2.39E-06,0.329,-9.43,0.0395,132.767,0.945,146707,2,0.000785546,0.000785546,0.311976488,0.025942866,0.024426761
Come on Home  ,In the Hollies Style,Beat Goes On,The Hollies,10,1:54,Allan Clarke / Tony Hicks / Graham Nash,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.41,0.362,0.669,0,0.356,-9.703,0.0568,154.467,0.8,107467,2,0.00093985,0.04952469,0.00093985,0.00093985,0.285795021
You'll Be Mine  ,In the Hollies Style,Beat Goes On,The Hollies,11,2:03,Allan Clarke / Tony Hicks / Graham Nash,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.0773,0.752,0.582,0,0.171,-9.717,0.0538,131.033,0.884,120573,0,0.000634115,0.000634115,0.103003176,0.037737364,0.031183485
Set Me Free  ,In the Hollies Style,Beat Goes On,The Hollies,12,2:21,Allan Clarke / Tony Hicks / Graham Nash,1964,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.534,0.407,0.858,0,0.225,-9.664,0.127,124.813,0.639,141133,2,0.001697793,0.001697793,0.001697793,0.001697793,0.087184479
Very Last Day  ,The Hollies [1965],Toshiba,The Hollies,1,3:00,Noel Paul Stookey / Peter Yarrow,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.49,0.27,0.877,0,0.977,-7.336,0.116,176.618,0.685,184307,0,0.064413802,0.072893961,0.001697793,0.069068992,0.08728007
Down the Line  ,The Hollies [1965],Toshiba,The Hollies,4,2:07,Roy Orbison / Sam Phillips,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.00475,0.62,0.725,0.000143,0.0879,-7.993,0.0589,113.634,0.797,126213,2,0.000591366,0.000591366,0.000591366,0.000591366,0.000591366
That's My Desire  ,The Hollies [1965],Toshiba,The Hollies,5,2:29,Helmy Kressa / Carroll Loveday,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.195,0.482,0.435,0,0.236,-8.905,0.0284,102.605,0.72,149800,10,0.001315789,0.00131579,0.050870785,0.029486601,0.00131579
Too Many People ,The Hollies [1965],Toshiba,The Hollies,6,2:44,Allan Price,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.0665,0.532,0.54,0,0.0795,-8.57,0.0276,95.115,0.599,161160,2,0.001754386,0.001754386,0.060081693,0.044596941,0.001754386
Lawdy Miss Clawdy ,The Hollies [1965],Toshiba,The Hollies,7,1:53,Lloyd Price,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.987,0.411,0.367,0.755,0.131,-17.74,0.102,135.686,0.699,167067,5,0.020292175,0.000907441,0.130542352,0.000907441,0.000907441
Fortune Teller ,The Hollies [1965],Toshiba,The Hollies,9,2:31,Naomi Neville,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.000798,0.198,0.981,3.92E-06,0.151,-6.377,0.2,184.661,0.352,154587,0,0.004385965,0.603129324,0.004385965,0.004385965,0.004385965
So Lonely  ,The Hollies [1965],Toshiba,The Hollies,10,2:38,Allan Clarke / Tony Hicks / Graham Nash,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.449,0.528,0.485,3.10E-05,0.0957,-8.347,0.026,108.2,0.558,156827,0,0.002105263,0.120195288,0.002105263,0.048932904,0.002105263
Mickey's Monkey  ,The Hollies [1965],Toshiba,The Hollies,12,2:34,Lamont Dozier / Eddie Holland,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.381,0.412,0.977,9.97E-05,0.0414,-4.693,0.11,100.04,0.633,150573,1,0.002506266,0.316349552,0.002506266,0.002506266,0.080952823
I'm Alive ,The Hollies [1965],Toshiba,The Hollies,13,2:28,"Clint Ballard, Jr.",1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.0111,0.436,0.586,4.54E-06,0.447,-8.292,0.0308,132.778,0.674,145867,1,0.001949318,0.329451674,0.001949318,0.001949318,0.001949318
You Know He Did ,The Hollies [1965],Toshiba,The Hollies,14,2:04,Al Ransom,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.204,0.741,0.541,0,0.083,-7.231,0.0589,133.371,0.717,124053,1,0.001697793,0.044506533,0.001422475,0.001422475,0.036391491
Look Through Any Window  ,The Hollies [1965],Toshiba,The Hollies,15,2:18,Graham Gouldman / Charles Silverman,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.0722,0.491,0.774,0.00159,0.247,-6.775,0.0326,137.192,0.824,137133,1,0.002506266,0.000584795,0.000584795,0.012295635,0.000584795
Honey and Wine  ,The Hollies [1965],Toshiba,The Hollies,16,2:30,Gerry Goffin / Carole King,1965,Pop/Rock,"British Invasion, Contemporary Pop/Rock, Merseybeat, AM Pop, Early Pop/Rock",0.133,0.465,0.743,0,0.103,-4.588,0.0303,124.083,0.669,149800,2,0.010526316,0.001697793,0.001697793,0.001697793,0.001697793
